PRS_1	PRS_2	PRS_3	PRS_4	PRS_5	PRS_6	PRS_7	PRS_8	PRS_9	PRS_10
0.00455827929779556	0.00167884761863205	0.00381527351255944	0.000785393753646427	0.0020768964446043	0.00186949005810225	0.00196219857597068	0.00120670183648729	0.00298193202215763	0.00143681079745443
0.00102224253599486	0.000637959932423251	0.00243116090285571	0.000893923897437718	0.000255538350799685	0.000948672912209475	0.00216204079010914	0.00108885103255937	0.00374360135237568	0.00193989539579646
0.00228178129147331	0.0010942399644261	0.00297913966965364	0.000493273424472058	0.00299112002612617	0.000815427433150248	0.00238934216258653	0.00326460830143596	0.00121115722240564	0.000989068716039851
0.00202668366914596	0.000498863334121015	0.00330249181756774	0.000349281977965632	0.00134365080482438	0.00102258247977577	0.000926348437439502	0.00022242471984934	0.000394839704324545	0.00321042500913314
0.00383152880347946	0.00113657400886242	0.00168229147619024	0.00111994862394636	0.000181728068368815	0.00156298052252276	0.00126443480368917	0.00111158541901341	0.000965856827703469	7.680587308889e-05
0.000862348262096324	0.00093057557963398	0.00118465295109732	0.000681844908285026	0.000969361405102648	0.00149342542190458	0.00413633319653448	0.00188488582575905	0.00120712840406562	2.01600875141689e-05
0.00166579216357761	0.00167483256678669	0.000960958174465367	0.000219645466002425	0.00171164410000112	0.000359018502022302	0.000347350146022986	0.00239046938024305	0.000775915665181371	0.000474100153565865
0.000255884281493457	0.00214594264672366	0.00198293621280732	0.00022413051975496	0.00220069821104148	0.00113858398266024	0.00203337693927746	0.00222741832266475	0.00236334059692791	0.0027417493817193
0.000740985318460493	0.00132970462667618	0.00170715844274021	0.0036208461565006	0.000961250886707226	0.00475130575218711	0.00348480502989249	0.000642521092970008	0.00190870361487198	0.00135091034234648
0.00224881984239636	0.000693498201056698	0.00123994356888071	0.00251943395488149	0.000645216854798862	0.00186047705968869	0.00157385687968779	0.000410213954601021	0.00161986242928624	0.00136134713394491
0.00141245638995805	0.00118555717528694	0.0013231533495286	0.0017052808322532	0.00166577502028374	0.00213338147700334	0.0025161140444909	0.00138491004322041	0.00187540384045754	0.000430938459444107
0.000272325089606219	0.000885962931006738	0.000393314931122331	0.00115329347637239	0.00210216711908554	0.000855389673679578	0.00164788653287215	0.00160877303183864	0.0018236281114868	0.00132622616753751
0.0012900651126698	0.00306922811050237	0.00109038530773789	0.00131863320072501	0.00136943048041242	0.00190837936708088	0.00183559899630162	0.00296465871157282	0.00162251702496427	0.0030951604364347
0.00156132258511559	0.00273854788150114	0.00071496163085684	0.000974670711754892	0.000887571061729607	0.00118807492600247	0.000679711524253988	0.00188181712357883	0.000233172745625445	0.00239062476854666
0.00104381660768966	0.000575225034320731	0.000212166789389483	0.00159275869789698	0.000456460069137323	0.000350878619320119	0.00269817455613458	0.00177417368699592	0.000546290646103612	0.00149866983839695
0.00100010356138849	0.00237043559620272	0.000639614335716592	0.000522749828771562	0.00181342722747569	0.000739050002141962	0.00142092145798397	0.00077600495936885	0.00254959522972267	0.00137165463718033
0.00405253614387112	0.00315057534928115	0.00275048029656432	0.00116713314185815	0.00180436127564365	0.0019929236039631	0.00039660982755252	0.00122023618315104	0.00672209525333527	0.00406135518685449
0.00189440349054574	0.0022861065750495	0.00401312994972303	0.000427580132202963	0.00184431376440789	0.000790290907930609	0.00204667007764466	0.00315244157978404	0.00022004704062845	0.00121508564243688
0.000654545337927157	0.00320303036429727	0.000889559335419108	0.0013245659631245	0.000648658747524907	0.0013108754894085	0.00431737357597342	0.00272475033892335	0.000712595715316941	0.00326990879006719
0.00307323761750556	0.00064633147566767	0.000718176727297734	0.000909208734240824	0.0023208749823281	0.00252221829034986	0.00079733854293917	0.000115388397603236	0.00130166192527495	0.00324494903539222
0.000617631043770285	0.00226935076949257	0.00413731032661991	0.00110773372386229	0.00401175961225513	0.000906439349026597	0.000397737184485606	0.00204127696471525	0.000430783804486113	0.00453842737421958
0.0017843885296885	0.00167398954661216	0.00209841307031494	0.0011292125705058	0.0016762539985069	0.00550398579507199	0.000234670966716638	0.00261836446015353	0.00140449875644161	0.00177729567250974
0.00250850500741019	0.000979755342244549	0.000947119026679982	0.000821463207621584	0.000950611268760754	0.00385732715661444	0.00147103946823508	0.00119937450420255	0.00209293326100421	0.00167886130205632
0.00268248652015952	0.00352675705217749	0.004190670903317	0.000330148005003244	0.0013522477523431	0.00125109706556197	0.000436916605878908	0.000463331100195653	0.00365387799052604	0.00111056232935717
0.00114882867574632	0.00138298569068931	0.00205225708203034	0.0020658823284651	0.00166351618216919	0.00285378272342418	0.00238629233437197	0.00107068250387289	0.000791177496675908	0.00350971341976088
