PRS_1	PRS_2	PRS_3	PRS_4	PRS_5	PRS_6	PRS_7	PRS_8	PRS_9	PRS_10
0.00222869890350283	0.00270392725702541	0.00185865728703654	0.0012328144284811	0.000586205083438079	0.000599219155055215	0.00445877985188245	0.00184368734402923	0.000794202783611781	0.000274686798155383
0.0010119422884176	0.00123278809517992	0.00118180159838955	0.000989472101260304	0.00192021369524731	0.00248447178603254	0.00387610937226425	0.00158986978482833	0.000801495263976621	0.000872510173105846
0.00257351224296014	0.000961338856415322	0.00115599450121935	0.000901948568162789	0.00314311648207861	0.00217419454409586	0.00151780364235604	0.000492968004668991	0.000747140557251396	0.00220904571153628
0.0010157203019097	0.00140489041293051	0.00191559343200891	0.000882924779865225	0.00162012605657148	0.000919324101955902	0.00155369536328765	0.00177846289984872	0.0021755418243779	0.00123447174478443
0.00148906615590395	0.00220133399700521	0.000394802086200318	0.00132370752100168	0.00346448610017882	0.00202449786444902	0.00167525124603064	0.00199434235761591	0.00212527938372825	0.00165915102596223
0.00243066517367655	0.000625883265104563	0.000840891222470375	0.00225502175113528	0.00018809280744667	0.00241245435996812	0.00447562300177653	0.00242092247149555	0.00263085239129624	0.00178005411825912
0.00122984993308977	0.00147617568001426	0.00217244247552644	0.000973652501239344	0.00216615548699971	0.00077641163685169	0.000537719408667121	0.000276877314006061	0.000412459664255325	0.00114569426865288
0.00287056403846698	0.00109791818410314	0.0003870075845526	0.00118941375774401	0.00104837599334473	0.00122326050916603	0.000980780886289194	0.000583188450374284	0.00155340216405505	0.00123390362609354
0.00179645497385821	0.00122635656328413	0.001921930293747	0.000567253292697828	0.00155045405522951	0.0030385494556133	0.00187488210899467	0.00110736849064525	0.000357860872600981	0.00366833753926116
0.000162426303482954	0.00132825244709341	0.00391474983824224	0.00359884287674985	0.00336801498982155	0.00209140803723303	0.000484621634290695	0.000463780939544979	0.00155314989543753	0.00132427882227589
0.000330884329748789	0.000729812962593118	0.0032584302370812	0.00063204994355175	0.00371153550834585	0.00132543462129712	0.000865968885629615	0.0013005701660554	0.00383083245106584	0.000757900284980709
0.00234960064443352	0.00110109533678569	0.000918206172763161	0.000644083873296275	0.00142301424114623	0.000285862080243933	0.00339365631643042	0.000210031866546779	0.000709106011383653	0.00198303871787725
0.00297677436036229	0.00171370669679315	0.000855331645687497	0.00190975707591242	0.000828090155748099	0.00157799362293847	0.00198266869232694	0.000887730089872024	0.00195808247190166	0.00147915003499386
0.00236290402521539	0.00102115489625269	0.0020944014911584	0.00172496553086208	0.00159564867429087	0.00173740232665028	0.00143454988033515	0.000167959688308821	0.00212479449499863	0.00116414122876826
0.00144293394109852	0.00311409686597632	0.00230029919015244	0.00123274544548419	0.00147158032689563	0.00160712186047486	0.00121242287874414	0.00217178686749913	0.000366467035905888	0.00309631025469081
0.00195749202122363	0.00277722779006796	0.0021033740160879	0.000224716385803297	0.00176589258053906	0.000566140481377045	0.000615849782159116	0.000440164549028412	0.001740107734735	0.00127007085252814
0.000732528399902247	0.000634244099943055	0.0020836358785545	0.00161134262237512	0.0017131749625399	0.000677968330509498	0.00206906382532878	0.000812511829436923	0.00126687094828325	0.00050158649393959
0.000313559438628277	0.00112785905110217	0.000514876377510977	0.000563286929286022	0.00101954946684615	0.00206332007205247	0.000980730302961934	0.001764270548472	0.0022410016346058	0.000301748570243815
0.000658628013427918	0.00158315112213103	0.00153757492500875	0.00373495036226194	0.000528059865935507	0.00142642563265203	0.00159888595870113	0.00133686455312097	0.0012953050956458	0.00031144888147013
0.00230309276845634	0.00119945083540857	0.00117706940961356	0.00272094796346928	0.000705629977855426	0.00134979998253655	0.000385002222901872	0.00220719222082141	0.00340194063326549	0.00203886909858774
0.00120337082499972	0.00199805248311913	0.00269176933780937	0.00540316377974761	0.000462741029347491	0.0013374770758827	0.00100062413975237	0.000943629232164216	0.000109856560439354	0.00139793965437642
0.00512164895761961	0.00025988538610993	0.00098756057579106	0.0005204902995122	0.00147579172199471	0.000637079597483447	0.00127245949341847	0.00131450732069746	0.000797233371404222	0.000713860096687136
0.00187337630163367	0.00222325636735433	0.000988557742914065	0.000907264787805983	0.000868991342867314	0.00158444214797623	0.000480214846624924	0.000483122808123217	0.000298650341439934	0.00253310781735587
0.000128993663197181	0.00186215612475329	0.000873634760580968	0.000374618103286496	0.000751189987071469	0.000680698456747297	0.00145866493563839	0.00125622032750834	0.000903093416761174	0.000711744951145142
0.000841715492934213	0.000539185020775171	0.000590819626641299	0.00111110222565253	0.00412513936169394	0.000718579119429581	0.0011333667356303	0.00115252959525518	0.00168887144223418	0.00101945640227196
