PRS_1	PRS_2	PRS_3	PRS_4	PRS_5	PRS_6	PRS_7	PRS_8	PRS_9	PRS_10
0.00979029414564938	0.0291389163528746	0.0191075628452621	0.0110449980611149	0.018666022733255	0.014977232200227	0.015802039351057	0.00687663186236141	0.0141986021107357	0.00567809659970491
0.0105602693200075	0.00488304191348017	0.0176429202563713	0.00478794089771519	0.0124586638362826	0.0109740137745532	0.00655427381078439	0.00972213675877251	0.0196431300951217	0.00902602527023346
0.00444523330896815	0.0151566425659575	0.0141487499235608	0.00820763763764644	0.0136542708596041	0.0165469559853708	0.0117139330434316	0.0288278725320174	0.0202408661979442	0.00890245985429272
0.0203850018547715	0.00758633064580397	0.0153840176733178	0.00720485474027982	0.01476869273245	0.0108608175416463	0.00602862615581376	0.0040124874935998	0.0138324356088802	0.00807050543401349
0.00924557735023711	0.00485557799942073	0.0132451958401549	0.0111947967542921	0.00917567882910005	0.0203229604729894	0.0126837000406884	0.00357278772104635	0.00887584606718901	0.0119556753147419
0.0217012968336762	0.0188907327874996	0.0062636078718145	0.00891167161772283	0.017650263414215	0.00732449715311662	0.00565090576293188	0.015092442718256	0.00748534064453275	0.00894764771580683
0.00582426514544893	0.00572785929299469	0.00788755099063043	0.00784748116625545	0.00854266069229397	0.0122169691393927	0.0191392411246875	0.0119726094233533	0.00467181576167886	0.00776598467698715
0.00757384372925216	0.0105556692972661	0.0162741497065734	0.0155622045872491	0.0136568559205728	0.0110974106625913	0.0137198950739256	0.00556480876648785	0.013039482165146	0.0199288874547628
0.00880140476973807	0.0182544194859463	0.010630156854933	0.0072321809920959	0.0214322279813459	0.00933016230873453	0.00926154379537469	0.0117957088294378	0.0091131889435465	0.00738308577272409
0.0112134773276988	0.00841321992447553	0.00724070656402161	0.0126115876271632	0.00574917712990882	0.0183027067022207	0.00990022476681892	0.0113292635964762	0.017990106774932	0.00436519881724409
0.00717644607069513	0.0125643816184771	0.0144904574389238	0.0100638586376912	0.00840920091201351	0.0192179351233202	0.00759653222231172	0.00704218509343628	0.00539997442454269	0.00635015235166739
0.00504543896610831	0.0129980566613026	0.0056047571317325	0.0094806630540769	0.0123075827728157	0.00442385318893561	0.0144522769833578	0.00980855616244819	0.00856260806545475	0.00673350648960495
0.0123564939102088	0.0103015889882307	0.0153787827123598	0.0174389726533943	0.00901620016573166	0.0153997888320068	0.0156400579470589	0.0120633890788069	0.0044237383425661	0.00738058003169279
0.010775259051646	0.0152972216731386	0.0218764122854498	0.0103853790297662	0.0147584740380719	0.00884846473950764	0.0100843500885187	0.0132324332222818	0.0108013306278265	0.0154749133038048
0.00660619549886769	0.0153890918682845	0.0135937239160267	0.0123605555335152	0.00319387448973113	0.0174064634399409	0.00426322870138972	0.00581341306808606	0.0160275649320345	0.0126547762032119
0.013501354676991	0.00627546092295421	0.0155354621220548	0.00912815005336555	0.0108461772485628	0.021029106195117	0.00640328454186049	0.0107570135206742	0.00619101163923866	0.0185793352992898
0.0140136899221036	0.00401740056576471	0.0103584537401869	0.00876476407581456	0.0065601649833276	0.0168952107982487	0.00907579202661661	0.0178470844390605	0.0096251225989258	0.00689809515252768
0.0148117856953864	0.0251774396332969	0.016604138139223	0.00659313333667337	0.0074805765853559	0.00495227632833459	0.0100521730251802	0.00238141084306022	0.00660374871198326	0.00684637101846842
0.00446818411600128	0.00332468964125399	0.00345991815901711	0.00585766020537209	0.00886037377555505	0.0176162311501998	0.00780746745020345	0.00732519704484107	0.0108254401566329	0.00749781596426914
0.00638639169201674	0.0114885421644426	0.0170388685522256	0.00728892011891795	0.0146161155816628	0.0122155428653752	0.0171555213723182	0.0159362300559633	0.00608323873605525	0.00823095909674902
0.0170751647911136	0.00494843903847204	0.00846265292224163	0.0057883624907886	0.00453473151350451	0.016511906743554	0.00995825554703765	0.0105626239648677	0.00982358148000712	0.00782133030925133
0.00601877102618239	0.0200398874321564	0.0179134331116178	0.0159004526366994	0.00322885299986325	0.0161106437668218	0.0117534270354868	0.0134132440677715	0.00951831476560549	0.0201755188755121
0.00865381679488277	0.00720345953668879	0.00649994686139366	0.0139403850937048	0.00980693375512586	0.0103927163284805	0.0126073539065205	0.0200495488358163	0.00952152465240124	0.0164208650255995
0.00809473584253366	0.0155633046992401	0.0156048169471867	0.0053020642368533	0.00517138831722126	0.0214550684033043	0.00980041716803209	0.00941781062166175	0.015297910336123	0.00591206074633675
0.00669183803747529	0.0141716664310261	0.011245036180592	0.0109797281447042	0.0109186902475382	0.00496870868121065	0.00574908450611921	0.0163657333339036	0.0158496158995096	0.00927541206082757
