PRS_1	PRS_2	PRS_3	PRS_4	PRS_5
0.0953527051839412	0.0749166968826785	0.0103874992728226	0.28144946681803	0.0685919076431938
0.163981288090893	0.0438525471561815	0.0222259414707348	0.19179532139071	0.0382234062746742
0.185578045778865	0.0719157584856134	0.0192634304855392	0.217743561806954	0.0223258349672024
0.157124102725266	0.0356256395078398	0.0224309021766479	0.214306131878704	0.0663339351080038
0.0851291843807906	0.0571755800458893	0.0327253235124387	0.283490439192222	0.0336323145875284
0.0823971732463772	0.0672859327132971	0.0397394655649619	0.155894074904077	0.0249371633943082
0.135573644676527	0.0874609290800223	0.0187579625206919	0.233886456048646	0.0359926019500799
0.191080055399228	0.0692168230694535	0.0229722808332363	0.266994623803352	0.0379373351052728
0.143309933440802	0.0813762401472049	0.0355755466977141	0.149631559708381	0.0325165073144937
0.208389646468608	0.08814886352713	0.00996075257445654	0.162656373903735	0.0261890318561129
0.104555313467491	0.0645727380260459	0.0127449027954493	0.129529112471717	0.0167360198753289
0.11262101485826	0.0633348754240054	0.0203582370989564	0.21615805808345	0.0394441175697255
0.170932552827576	0.120956100737757	0.0308309836144885	0.198209002524353	0.0523286887231556
0.108486258392461	0.0750847239207777	0.0125806314523106	0.218801111379156	0.0334601432007058
0.158481580502735	0.0768983129801706	0.019085792833509	0.227428980218075	0.0274040010373338
0.0813319961510754	0.137948149567913	0.0124260615916674	0.167617011887296	0.0559803559923554
0.140993899024412	0.116391745446884	0.0231395200352789	0.211271365674311	0.0433297988643008
0.196143425357792	0.107192274994964	0.0213886089825718	0.124656073898484	0.0385351965067534
0.146500445748294	0.0952001644272281	0.0212196817743207	0.151029726986807	0.0365560670461984
0.17047155626823	0.106140504265393	0.00947802706450154	0.25639134247386	0.0315099979210468
0.109964994300938	0.0804572772742787	0.0112198486050328	0.125958136764572	0.061650394964237
0.134934657448738	0.13405223758539	0.0191355534983432	0.226316601971939	0.0669265032573795
0.0699247289969139	0.0670562374216623	0.0118867723579548	0.306608098494684	0.0428652863431201
0.195687612389634	0.0524489146615447	0.0256641369327503	0.202803495555227	0.0367855160766877
