PRS_1	PRS_2	PRS_3	PRS_4	PRS_5
0.0299406716791866	0.0274147069510172	0.000795010494210176	0.0758619778951571	0.00727366248502122
0.017063094922998	0.0178645566407364	0.00144737575882535	0.0781874060416245	0.0049091911944395
0.0343535986164361	0.00878085460657852	0.00293424736656264	0.0534101242371702	0.012991997763089
0.0382876169948607	0.0111967113274081	0.000975740623756449	0.0662941167921509	0.00470153444859427
0.0210036831624431	0.0266714116507129	0.00171830218158965	0.127960267634753	0.00632793034268502
0.0461579026185522	0.020808251778109	0.00120679822774112	0.0521901913865481	0.00570096331198631
0.041204738775975	0.0255605174660213	0.000290926201921873	0.101481587066276	0.00217236119480036
0.020037349223661	0.0219704001866427	0.000188084266930548	0.106366892071047	0.00215012282774051
0.0366045171556415	0.00265882377839973	0.00223993852487999	0.0845772446677726	0.00409869999213033
0.0280335541715126	0.0193788547167217	0.0012890106384853	0.0476447234660435	0.00188417044066198
0.0344882630071662	0.0104739392650395	0.000208112215001983	0.125725491824055	0.00588765574937844
0.0244677400733933	0.0115511165378124	0.00199496748892239	0.0343279296983509	0.000636842374609014
0.0335924274201422	0.00883780486026079	0.00204585416308411	0.0405315096035087	0.00149025907530963
0.0456546784696474	0.0163900880212691	0.00159926011159547	0.027335995688421	0.00268490417870865
0.0537278170735752	0.00763479609613458	0.000381831840947292	0.0423551125015581	0.00214202773759649
0.02611715595574	0.00620843893794609	0.00405324766446498	0.0714907699330766	0.00139947590167373
0.0354491397879896	0.0100521107529927	0.0009764812037647	0.107875688849226	0.0022609250979058
0.0765960124459551	0.0178424721496248	0.00144436031176662	0.0744780495796972	0.00512410820512873
0.0617508774731294	0.0104715014513802	0.0046552204860616	0.0562702895132516	0.00141879876039662
0.0591283368737218	0.00949358933737914	0.00125714887884308	0.073017716327395	0.00965792131081797
0.00916928675130313	0.0102833035622797	0.00161569330175751	0.0616704870839456	0.00250008727973854
0.0287861027738641	0.0111100825099645	0.00044893830889472	0.11427728409963	0.00751378795154644
0.0354548279134095	0.00983581511867259	0.000544523151321914	0.116471675710905	0.00617690821218804
0.0521222419855294	0.0127022211918335	0.000610563385151735	0.0903198211943939	0.00346645222921089
